NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SCX	1	SCX	
DNM2	1	DNM2	
GTF3C4	1	GTF3C4	
TMPO	1	TMPO	
SORCS2	1	SORCS2	
CLVS1	1	CLVS1	
CAMKK2	1	CAMKK2	
LMBRD2	1	LMBRD2	
FAIM2	1	FAIM2	
AMOTL2	1	AMOTL2	
DRGX	1	DRGX	
KCTD14	1	KCTD14	
PEX12	1	PEX12	
C2CD3	1	C2CD3	
JHY	1	JHY	
GZF1	1	GZF1	
NAT14	1	NAT14	
RFC2	1	RFC2	
PBX4	1	PBX4	
EIF2S3	1	EIF2S3	
DLL1	1	DLL1	
SRSF8	1	SRSF8	
RLIG1	1	C12orf29	
RUSC1	1	RUSC1	
ZNF195	1	ZNF195	
CNTN4	1	CNTN4	
SH3BGRL	1	SH3BGRL	
CTIF	1	CTIF	
CHCHD4	1	CHCHD4	
TOMM34	1	TOMM34	
CUX2	1	CUX2	
TCTA	1	TCTA	
DRAM1	1	DRAM1	
KCNJ12	1	KCNJ12	
PAK6	1	PAK6	
ZFAT	1	ZFAT	
CTHRC1	1	CTHRC1	
FOXO4	1	FOXO4	
DOCK3	1	DOCK3	
FCHO2	1	FCHO2	
CMC4	1	CMC4	
TMEM120B	1	TMEM120B	
NPTN	1	NPTN	
GNB2	1	GNB2	
MAGI1	1	MAGI1	
VPS4A	1	VPS4A	
RSRC2	1	RSRC2	
GARIN2	1	FAM71D	
MYT1L	1	MYT1L	
CSMD2	1	CSMD2	
TMUB2	1	TMUB2	
COA3	1	COA3	
ADAT2	1	ADAT2	
C2CD4C	1	C2CD4C	
RTN4R	1	RTN4R	
SNHG31	1	SNHG31	
B3GNT2	1	B3GNT2	
ARL4C	1	ARL4C	
NFKB1	1	NFKB1	
DNAAF5	1	DNAAF5	
MAD1L1	1	MAD1L1	
ZNF804B	1	ZNF804B	
ARIH2OS	1	ARIH2OS	
SMIM10L1	1	SMIM10L1	
AFG2A	1	SPATA5	
PYDC1	1	PYDC1	
TCF7	1	TCF7	
C2	1	C2	
ALDH1L1	1	ALDH1L1	
DEPDC1B	1	DEPDC1B	
MPV17L2	1	MPV17L2	
TGFB1	1	TGFB1	
ANKS6	1	ANKS6	
SS18L2	1	SS18L2	
CD2BP2	1	CD2BP2	
RCE1	1	RCE1	
POU2AF3	1	COLCA2	
ANGPTL2	1	ANGPTL2	
IL1RAPL2	1	IL1RAPL2	
ATP13A4	1	ATP13A4	
CCDC192	1	CCDC192	
AGA	1	AGA	
KIF1C	1	KIF1C	
LRRC4C	1	LRRC4C	
MGST2	1	MGST2	
PA2G4	1	PA2G4	
TRNAU1AP	1	TRNAU1AP	
NDEL1	1	NDEL1	
SDCCAG8	1	SDCCAG8	
HNRNPH2	1	HNRNPH2	
SOD1	1	SOD1	
TENM4	1	TENM4	
OTUD1	1	OTUD1	
H3-3A	1	H3F3A	
TLCD3B	1	TLCD3B	
CSRP2	1	CSRP2	
APBB1	1	APBB1	
NEFM	1	NEFM	
ATXN7L3B	1	ATXN7L3B	
PARD6G	1	PARD6G	
SLC38A2	1	SLC38A2	
FCHSD1	1	FCHSD1	
ATP5PB	1	ATP5PB	
CNKSR3	1	CNKSR3	
COQ10B	1	COQ10B	
C17orf58	1	C17orf58	
SSC4D	1	SSC4D	
PUSL1	1	PUSL1	
UTP23	1	UTP23	
DIPK1B	1	DIPK1B	
KCNS2	1	KCNS2	
GTF2IRD1	1	GTF2IRD1	
MRPL18	1	MRPL18	
COPZ1	1	COPZ1	
SUOX	1	SUOX	
PRPF4	1	PRPF4	
GABARAPL1	1	GABARAPL1	
EMC4	1	EMC4	
PHKA1	1	PHKA1	
ART3	1	ART3	
LRRIQ3	1	LRRIQ3	
GARIN5A	1	FAM71E1	
PAPSS2	1	PAPSS2	
SLC8B1	1	SLC8B1	
ITM2C	1	ITM2C	
GRINA	1	GRINA	
OPCML	1	OPCML	
DENND5B	1	DENND5B	
GTPBP4	1	GTPBP4	
HPSE2	1	HPSE2	
GIPC2	1	GIPC2	
FTX	1	FTX	
MYADM	1	MYADM	
PRH1	1	PRH1	
ZNF230	1	ZNF230	
TMEM106B	1	TMEM106B	
CASQ1	1	CASQ1	
ESRRG	1	ESRRG	
PBX2	1	PBX2	
ZNHIT3	1	ZNHIT3	
ZBTB18	1	ZBTB18	
COX10	1	COX10	
TMEM127	1	TMEM127	
MCPH1	1	MCPH1	
PLEKHA3	1	PLEKHA3	
RUNDC1	1	RUNDC1	
ASB6	1	ASB6	
SLC35F6	1	SLC35F6	
FAM193A	1	FAM193A	
INSIG2	1	INSIG2	
MAST3	1	MAST3	
MEAF6	1	MEAF6	
CADM3	1	CADM3	
DNAH1	1	DNAH1	
C2CD2L	1	C2CD2L	
POLR2J	1	POLR2J	
BCKDHB	1	BCKDHB	
ENO4	1	ENO4	
BORA	1	BORA	
HLA-DQB1	1	HLA-DQB1	
INSYN2A	1	INSYN2A	
THUMPD1	1	THUMPD1	
IGF1R	1	IGF1R	
TMEM33	1	TMEM33	
MCRIP1	1	MCRIP1	
GATM	1	GATM	
FHDC1	1	FHDC1	
LXN	1	LXN	
PYY	1	PYY	
PHYHIP	1	PHYHIP	
MYO1D	1	MYO1D	
DR1	1	DR1	
NT5E	1	NT5E	
PTPRN	1	PTPRN	
ZNF687	1	ZNF687	
SDC3	1	SDC3	
WFS1	1	WFS1	
FGGY	1	FGGY	
SFI1	1	SFI1	
SGMS1	1	SGMS1	
EGR2	1	EGR2	
EPCAM	1	EPCAM	
HORMAD1	1	HORMAD1	
NRN1	1	NRN1	
PGK1	1	PGK1	
GRPEL1	1	GRPEL1	
ENOX2	1	ENOX2	
GSKIP	1	GSKIP	
LYPLA2	1	LYPLA2	
RIN3	1	RIN3	
CDV3	1	CDV3	
FBXL15	1	FBXL15	
ZMAT2	1	ZMAT2	
MRPL55	1	MRPL55	
C18orf32	1	C18orf32	
CELF2	1	CELF2	
CDH10	1	CDH10	
BEX2	1	BEX2	
MFSD2B	1	MFSD2B	
ASIP	1	ASIP	
PSMA5	1	PSMA5	
VPS13B-DT	1	VPS13B-DT	
HSPA4	1	HSPA4	
USP11	1	USP11	
SCMH1	1	SCMH1	
MPI	1	MPI	
KIF3C	1	KIF3C	
F13A1	1	F13A1	
ST8SIA1	1	ST8SIA1	
THAP11	1	THAP11	
TMA7	1	TMA7	
GABBR1	1	GABBR1	
SSH2	1	SSH2	
PIK3CD	1	PIK3CD	
SHISA5	1	SHISA5	
NUF2	1	NUF2	
DUSP1	1	DUSP1	
SUCLG2	1	SUCLG2	
FAM200A	1	FAM200A	
PURB	1	PURB	
LARP6	1	LARP6	
SPRY2	1	SPRY2	
COCH	1	COCH	
RASL11B	1	RASL11B	
NR3C2	1	NR3C2	
TMEM237	1	TMEM237	
PDE6C	1	PDE6C	
CCDC28A-AS1	1	GVQW2	
NPTXR	1	NPTXR	
RASA4	1	RASA4	
TCAF1	1	TCAF1	
PTGES2	1	PTGES2	
TTYH3	1	TTYH3	
BOD1	1	BOD1	
OPRK1	1	OPRK1	
OCRL	1	OCRL	
DISC1	1	DISC1	
RAB3A	1	RAB3A	
PDCD1LG2	1	PDCD1LG2	
NRG1	1	NRG1	
PLD3	1	PLD3	
CCT6A	1	CCT6A	
FEN1	1	FEN1	
PPEF1	1	PPEF1	
EIF4A3	1	EIF4A3	
FAM217A	1	FAM217A	
SERBP1	1	SERBP1	
CNGB1	1	CNGB1	
UBQLN4	1	UBQLN4	
IMPG1	1	IMPG1	
AATF	1	AATF	
ZC4H2	1	ZC4H2	
HSD17B6	1	HSD17B6	
TRADD	1	TRADD	
KIF22	1	KIF22	
FAM171A2	1	FAM171A2	
BSCL2	1	BSCL2	
BOLA2	1	BOLA2	
PLSCR3	1	PLSCR3	
DENND4C	1	DENND4C	
ASGR1	1	ASGR1	
ARL17B	1	ARL17B	
GRIP2	1	GRIP2	
TUBA4A	1	TUBA4A	
BTNL9	1	BTNL9	
BMPR1B	1	BMPR1B	
TEX41	1	TEX41	
TAGLN3	1	TAGLN3	
IER3	1	IER3	
TFCP2	1	TFCP2	
DNAJC5	1	DNAJC5	
IRF1-AS1	1	C5orf56	
RPA2	1	RPA2	
ETV4	1	ETV4	
MUL1	1	MUL1	
PDE4C	1	PDE4C	
CITED1	1	CITED1	
HAUS4	1	HAUS4	
TRIM41	1	TRIM41	
NFS1	1	NFS1	
MND1	1	MND1	
SEZ6L2	1	SEZ6L2	
YKT6	1	YKT6	
SHPK	1	SHPK	
CRTC2	1	CRTC2	
IL10RB	1	IL10RB	
PTPRF	1	PTPRF	
SLC6A8	1	SLC6A8	
HIC2	1	HIC2	
KIF26B	1	KIF26B	
SDC2	1	SDC2	
ARPC5L	1	ARPC5L	
NONO	1	NONO	
DUBR	1	DUBR	
CEND1	1	CEND1	
CCNB1	1	CCNB1	
DERL1	1	DERL1	
TOP3B	1	TOP3B	
MAU2	1	MAU2	
SOWAHA	1	SOWAHA	
SELENOK	1	SELENOK	
ZFTRAF1	1	CYHR1	
UBC	1	UBC	
SEC16A	1	SEC16A	
CADM1	1	CADM1	
RSL24D1	1	RSL24D1	
HSPA1L	1	HSPA1L	
GAS1RR	1	GAS1RR	
SLC9A6	1	SLC9A6	
KLHL26	1	KLHL26	
LYRM9	1	LYRM9	
ARL8A	1	ARL8A	
TOX2	1	TOX2	
SLC35F1	1	SLC35F1	
RABAC1	1	RABAC1	
CYB561D1	1	CYB561D1	
TNFRSF1A	1	TNFRSF1A	
TSR2	1	TSR2	
SCML2	1	SCML2	
OSBP2	1	OSBP2	
TCHP	1	TCHP	
GPR162	1	GPR162	
CRNKL1	1	CRNKL1	
SUV39H1	1	SUV39H1	
CIART	1	CIART	
NOX5	1	NOX5	
VARS2	1	VARS2	
PRSS12	1	PRSS12	
ST3GAL6	1	ST3GAL6	
SPIN2B	1	SPIN2B	
C21orf62	1	C21orf62	
SYNGR3	1	SYNGR3	
CDIP1	1	CDIP1	
MRM3	1	MRM3	
HTR1E	1	HTR1E	
DSTN	1	DSTN	
LARGE1	1	LARGE1	
KCNS1	1	KCNS1	
TMEM101	1	TMEM101	
MAP1LC3B2	1	MAP1LC3B2	
SPATA18	1	SPATA18	
TCEAL9	1	TCEAL9	
MSH4	1	MSH4	
RADX	1	RADX	
ALDH1B1	1	ALDH1B1	
SYNGR1	1	SYNGR1	
GPR27	1	GPR27	
WBP2	1	WBP2	
LETM1	1	LETM1	
AKAP11	1	AKAP11	
ADAMTS2	1	ADAMTS2	
CORT	1	CORT	
CDHR1	1	CDHR1	
MID1	1	MID1	
FKBPL	1	FKBPL	
TACR1	1	TACR1	
DDX28	1	DDX28	
IGFBP4	1	IGFBP4	
AKT3-IT1	1	AKT3-IT1	
NCBP2AS2	1	NCBP2AS2	
SLC29A4	1	SLC29A4	
RAB3B	1	RAB3B	
APBB3	1	APBB3	
DDX3X	1	DDX3X	
SPDYE2B	1	SPDYE2B	
NUDT2	1	NUDT2	
PIGT	1	PIGT	
PIGH	1	PIGH	
SNAP25	1	SNAP25	
NDRG1	1	NDRG1	
GTPBP1	1	GTPBP1	
CNNM1	1	CNNM1	
EEF2KMT	1	EEF2KMT	
CLTC	1	CLTC	
KRT222	1	KRT222	
MEIOB	1	MEIOB	
FRMPD4	1	FRMPD4	
SAMD3	1	SAMD3	
TRMT44	1	TRMT44	
RALGPS1	1	RALGPS1	
PSMD2	1	PSMD2	
PRDX1	1	PRDX1	
TMSB10	1	TMSB10	
TATDN2	1	TATDN2	
ITGA9	1	ITGA9	
HMGCLL1	1	HMGCLL1	
MSRA	1	MSRA	
TRIL	1	TRIL	
KRTCAP2	1	KRTCAP2	
LY6H	1	LY6H	
PXN	1	PXN	
CDKN2A	1	CDKN2A	
DAZAP2	1	DAZAP2	
ZDHHC24	1	ZDHHC24	
CA11	1	CA11	
VAMP2	1	VAMP2	
ZNF324B	1	ZNF324B	
ABHD14A	1	ABHD14A	
ANKRD30A	1	ANKRD30A	
RHBDD2	1	RHBDD2	
P4HA2	1	P4HA2	
ZNF521	1	ZNF521	
TTTY10	1	TTTY10	
TMEM9	1	TMEM9	
NCL	1	NCL	
ARHGDIA	1	ARHGDIA	
CTNND2	1	CTNND2	
CYP46A1	1	CYP46A1	
ATF4	1	ATF4	
HNRNPK	1	HNRNPK	
TNFAIP8	1	TNFAIP8	
CMTM7	1	CMTM7	
CCNI	1	CCNI	
CLIC5	1	CLIC5	
ALDH5A1	1	ALDH5A1	
POLQ	1	POLQ	
INSYN2B	1	INSYN2B	
SETD7	1	SETD7	
ZSCAN23	1	ZSCAN23	
MOXD1	1	MOXD1	
SH3GLB2	1	SH3GLB2	
PEX11A	1	PEX11A	
AMIGO1	1	AMIGO1	
RCN2	1	RCN2	
COPS3	1	COPS3	
PPP1R3F	1	PPP1R3F	
DAPK3	1	DAPK3	
ZNF579	1	ZNF579	
GCHFR	1	GCHFR	
UQCC4	1	C16orf91	
RNF187	1	RNF187	
GNRHR	1	GNRHR	
ZCRB1	1	ZCRB1	
FUT10	1	FUT10	
IRF2BPL	1	IRF2BPL	
SFXN2	1	SFXN2	
FOXRED2	1	FOXRED2	
ETNK2	1	ETNK2	
INSL6	1	INSL6	
PRPH2	1	PRPH2	
LPCAT2	1	LPCAT2	
GPRIN3	1	GPRIN3	
TMEM170B	1	TMEM170B	
HHAT	1	HHAT	
TRMT11	1	TRMT11	
UQCC3	1	UQCC3	
ZNF628	1	ZNF628	
ZNF880	1	ZNF880	
UFSP2	1	UFSP2	
PHLDA1	1	PHLDA1	
B4GALNT1	1	B4GALNT1	
SDCBP	1	SDCBP	
ROPN1L	1	ROPN1L	
UCK1	1	UCK1	
TRAPPC14	1	MAP11	
ADAM21	1	ADAM21	
PHACTR1	1	PHACTR1	
HTR3B	1	HTR3B	
INPP5B	1	INPP5B	
GADD45A	1	GADD45A	
USP51	1	USP51	
BYSL	1	BYSL	
NTMT1	1	NTMT1	
GMDS-DT	1	GMDS-DT	
INPP5K	1	INPP5K	
NAA60	1	NAA60	
SOX5	1	SOX5	
GAS2	1	GAS2	
SIVA1	1	SIVA1	
TRIM25	1	TRIM25	
ZNF469	1	ZNF469	
GYS1	1	GYS1	
RFFL	1	RFFL	
ICMT	1	ICMT	
PLCB1	1	PLCB1	
ATXN7L1	1	ATXN7L1	
CDH7	1	CDH7	
DNAH10OS	1	DNAH10OS	
FAM110C	1	FAM110C	
CANX	1	CANX	
KCNQ3	1	KCNQ3	
MAPK3	1	MAPK3	
TUBB2A	1	TUBB2A	
BTD	1	BTD	
COQ7	1	COQ7	
LRRC69	1	LRRC69	
ZMYM4	1	ZMYM4	
FAM181B	1	FAM181B	
ZNF438	1	ZNF438	
TESK1	1	TESK1	
RIT2	1	RIT2	
TBC1D22A	1	TBC1D22A	
YIPF6	1	YIPF6	
HCRTR2	1	HCRTR2	
DUSP4	1	DUSP4	
OSER1-DT	1	OSER1-DT	
EGOT	1	EGOT	
ZNF865	1	ZNF865	
LGR4	1	LGR4	
DNAH5	1	DNAH5	
MAGT1	1	MAGT1	
GRIN3A	1	GRIN3A	
POLD4	1	POLD4	
C4orf50	1	C4orf50	
GRID2	1	GRID2	
HPCAL1	1	HPCAL1	
FAS	1	FAS	
LRRC34	1	LRRC34	
PRMT6	1	PRMT6	
RASD2	1	RASD2	
MID2	1	MID2	
PDE4D	1	PDE4D	
NPIPB12	1	NPIPB12	
CIPC	1	CIPC	
HMGN1	1	HMGN1	
RPTOR	1	RPTOR	
CDRT4	1	CDRT4	
HNRNPA1	1	HNRNPA1	
IGFBP2	1	IGFBP2	
GSTP1	1	GSTP1	
FGFR1	1	FGFR1	
EID2B	1	EID2B	
SLITRK2	1	SLITRK2	
TUFT1	1	TUFT1	
YPEL3	1	YPEL3	
CPT1B	1	CPT1B	
SFRP2	1	SFRP2	
B3GALNT1	1	B3GALNT1	
MYCBPAP	1	MYCBPAP	
SERPINE3	1	SERPINE3	
RRM2B	1	RRM2B	
BDH1	1	BDH1	
TMEM132B	1	TMEM132B	
GANAB	1	GANAB	
PDE3A	1	PDE3A	
MOB4	1	MOB4	
FUNDC1	1	FUNDC1	
FBXO17	1	FBXO17	
APLP1	1	APLP1	
AP5M1	1	AP5M1	
PTPN9	1	PTPN9	
ANO10	1	ANO10	
GSN	1	GSN	
GORASP2	1	GORASP2	
NFKBIB	1	NFKBIB	
ABTB1	1	ABTB1	
PRSS55	1	PRSS55	
RXFP1	1	RXFP1	
DUSP6	1	DUSP6	
UBE3D	1	UBE3D	
EVC	1	EVC	
MED10	1	MED10	
LAPTM4B	1	LAPTM4B	
CA10	1	CA10	
MROH1	1	MROH1	
ARL16	1	ARL16	
BBOX1	1	BBOX1	
CDK2AP1	1	CDK2AP1	
TRHDE	1	TRHDE	
ENPP4	1	ENPP4	
RANBP17	1	RANBP17	
SLC2A8	1	SLC2A8	
MAPKAPK2	1	MAPKAPK2	
RORA	1	RORA	
PCDHB5	1	PCDHB5	
DIO1	1	DIO1	
SNHG3	1	SNHG3	
EPN1	1	EPN1	
MZT1	1	MZT1	
MYL11	1	MYLPF	
ATP6V0D1	1	ATP6V0D1	
CHMP3	1	CHMP3	
IFT140	1	IFT140	
CSMD3	1	CSMD3	
PRUNE2	1	PRUNE2	
GPR12	1	GPR12	
ARMH1	1	ARMH1	
FANCF	1	FANCF	
NOS1	1	NOS1	
PRKD1	1	PRKD1	
CA4	1	CA4	
THOP1	1	THOP1	
PINX1	1	PINX1	
BAG5	1	BAG5	
FURIN	1	FURIN	
POLR1C	1	POLR1C	
SRSF7	1	SRSF7	
SPIDR	1	SPIDR	
MDH2	1	MDH2	
SYVN1	1	SYVN1	
LIN28B	1	LIN28B	
SVOP	1	SVOP	
HAPLN4	1	HAPLN4	
RAD54L2	1	RAD54L2	
CEACAM19	1	CEACAM19	
USE1	1	USE1	
PHF21B	1	PHF21B	
TGFBR3	1	TGFBR3	
CD83	1	CD83	
SLC24A3	1	SLC24A3	
ZNF518A	1	ZNF518A	
CBR3	1	CBR3	
ST6GAL1	1	ST6GAL1	
LRIT3	1	LRIT3	
PPP1R1B	1	PPP1R1B	
BHLHE40	1	BHLHE40	
VCAN	1	VCAN	
VWC2L	1	VWC2L	
PDAP1	1	PDAP1	
AKT1	1	AKT1	
PEG10	1	PEG10	
NR4A1	1	NR4A1	
PRKCQ	1	PRKCQ	
GPER1	1	GPER1	
GTF2A1	1	GTF2A1	
MFSD3	1	MFSD3	
TMEFF2	1	TMEFF2	
PIP4P1	1	PIP4P1	
EAF1	1	EAF1	
TP53TG5	1	TP53TG5	
GUCD1	1	GUCD1	
LOH12CR2	1	LOH12CR2	
EPS8	1	EPS8	
KCTD17	1	KCTD17	
ILF3	1	ILF3	
MVP	1	MVP	
ARGFX	1	ARGFX	
ZNF787	1	ZNF787	
LGALSL	1	LGALSL	
FAM186A	1	FAM186A	
PEX19	1	PEX19	
RRP8	1	RRP8	
MUC20	1	MUC20	
IL1RL2	1	IL1RL2	
NXPH3	1	NXPH3	
NRSN2	1	NRSN2	
DIRAS2	1	DIRAS2	
POLR3GL	1	POLR3GL	
HULC	1	HULC	
DCLRE1A	1	DCLRE1A	
FSCN1	1	FSCN1	
ALG1L2	1	ALG1L2	
BMX	1	BMX	
CEP170B	1	CEP170B	
IL18	1	IL18	
TMEM167B	1	TMEM167B	
UBAP1L	1	UBAP1L	
RTN4IP1	1	RTN4IP1	
STX8	1	STX8	
MRTO4	1	MRTO4	
TOP6BL	1	C11orf80	
PPP2R5B	1	PPP2R5B	
UNC79	1	UNC79	
PDE6D	1	PDE6D	
KBTBD4	1	KBTBD4	
CDH8	1	CDH8	
NFKBIA	1	NFKBIA	
PNMA6F	1	PNMA6F	
ANKRD34C	1	ANKRD34C	
KATNIP	1	KIAA0556	
BORCS7	1	BORCS7	
GABARAPL2	1	GABARAPL2	
ZNF554	1	ZNF554	
WNT9A	1	WNT9A	
WIPF1	1	WIPF1	
PLS1	1	PLS1	
UBE2I	1	UBE2I	
PMFBP1	1	PMFBP1	
POGLUT2	1	POGLUT2	
MCUR1	1	MCUR1	
FGF12	1	FGF12	
H2AX	1	H2AFX	
YIPF3	1	YIPF3	
DEPTOR	1	DEPTOR	
ATAD3B	1	ATAD3B	
TTC21B	1	TTC21B	
TAGLN	1	TAGLN	
MIAT	1	MIAT	
STRN3	1	STRN3	
CTXN2	1	CTXN2	
IL16	1	IL16	
TMEM97	1	TMEM97	
SRRM4	1	SRRM4	
RAE1	1	RAE1	
AHCY	1	AHCY	
GNG10	1	GNG10	
RAB7B	1	RAB7B	
DCLRE1B	1	DCLRE1B	
IL6R	1	IL6R	
GPANK1	1	GPANK1	
ZNF845	1	ZNF845	
PTTG1	1	PTTG1	
SLC35G1	1	SLC35G1	
SLC27A2	1	SLC27A2	
COASY	1	COASY	
FRMPD1	1	FRMPD1	
ISOC2	1	ISOC2	
PTPRN2	1	PTPRN2	
IWS1	1	IWS1	
HEATR5A	1	HEATR5A	
DUOX1	1	DUOX1	
NPIPB5	1	NPIPB5	
EMB	1	EMB	
MIS12	1	MIS12	
EFNA3	1	EFNA3	
AKAP8L	1	AKAP8L	
PDZK1	1	PDZK1	
TNXB	1	TNXB	
NSA2	1	NSA2	
SELENOI	1	SELENOI	
ITGA10	1	ITGA10	
HSPA14	1	HSPA14	
NCAN	1	NCAN	
PROS1	1	PROS1	
AKT1S1	1	AKT1S1	
TMEM26	1	TMEM26	
DYNLRB1	1	DYNLRB1	
BTN2A1	1	BTN2A1	
LEPR	1	LEPR	
PFKFB4	1	PFKFB4	
PCMT1	1	PCMT1	
MANF	1	MANF	
BEND5	1	BEND5	
FAM227A	1	FAM227A	
MYL6	1	MYL6	
MUCL1	1	MUCL1	
MBOAT7	1	MBOAT7	
BICDL2	1	BICDL2	
EBF4	1	EBF4	
RBSN	1	RBSN	
CCDC138	1	CCDC138	
TMEM59L	1	TMEM59L	
STEAP1B	1	STEAP1B	
BEX3	1	BEX3	
JUND	1	JUND	
EIF3G	1	EIF3G	
OOSP3	1	OOSP3	
FABP5	1	FABP5	
ANXA1	1	ANXA1	
SLC38A7	1	SLC38A7	
CDK5RAP2	1	CDK5RAP2	
SPCS2	1	SPCS2	
C3orf80	1	C3orf80	
CLGN	1	CLGN	
DLGAP2	1	DLGAP2	
ECH1	1	ECH1	
NDUFA5	1	NDUFA5	
TRMT10C	1	TRMT10C	
RAC3	1	RAC3	
HIP1	1	HIP1	
GNAI2	1	GNAI2	
PRR5	1	PRR5	
MRPL4	1	MRPL4	
DCTN1	1	DCTN1	
EDN1	1	EDN1	
ABCA9	1	ABCA9	
ZNF98	1	ZNF98	
TNKS	1	TNKS	
CNOT7	1	CNOT7	
PMM1	1	PMM1	
TMEM42	1	TMEM42	
POLR1H	1	ZNRD1	
TMEM25	1	TMEM25	
CFAP91	1	MAATS1	
PKHD1	1	PKHD1	
CIAO1	1	CIAO1	
OST4	1	OST4	
RHBDL2	1	RHBDL2	
ANKRD34A	1	ANKRD34A	
MFSD4A	1	MFSD4A	
MMP15	1	MMP15	
ARHGAP11B	1	ARHGAP11B	
VDAC2	1	VDAC2	
GPR171	1	GPR171	
VASN	1	VASN	
FAM114A2	1	FAM114A2	
PACRG	1	PACRG	
ALDH1A1	1	ALDH1A1	
NOLC1	1	NOLC1	
ANK2	1	ANK2	
INA	1	INA	
FOS	1	FOS	
CAPN5	1	CAPN5	
XYLB	1	XYLB	
SLC39A1	1	SLC39A1	
SLC17A7	1	SLC17A7	
ISCA1	1	ISCA1	
ENTREP2	1	FAM189A1	
SBF1	1	SBF1	
PARD3B	1	PARD3B	
ZNF385B	1	ZNF385B	
EEF1A2	1	EEF1A2	
SIK3	1	SIK3	
CNIH3	1	CNIH3	
PIK3R2	1	PIK3R2	
MAF1	1	MAF1	
MAML1	1	MAML1	
SNAPC5	1	SNAPC5	
CDC26	1	CDC26	
ZNF846	1	ZNF846	
HDDC3	1	HDDC3	
RNF24	1	RNF24	
RNASEH1	1	RNASEH1	
C7orf25	1	C7orf25	
COPS8	1	COPS8	
PABPC1L2A	1	PABPC1L2A	
PIGS	1	PIGS	
TMEM35A	1	TMEM35A	
FGFRL1	1	FGFRL1	
RFLNA	1	RFLNA	
HMOX2	1	HMOX2	
PDIA5	1	PDIA5	
PRKY	1	PRKY	
PIK3C2G	1	PIK3C2G	
SOX2	1	SOX2	
ZNF711	1	ZNF711	
ARSB	1	ARSB	
CEP164	1	CEP164	
SLC25A24	1	SLC25A24	
SRM	1	SRM	
EIF4G1	1	EIF4G1	
IGFBPL1	1	IGFBPL1	
BICDL1	1	BICDL1	
GAS8	1	GAS8	
ANKRD26	1	ANKRD26	
SLC18B1	1	SLC18B1	
CTNNA2	1	CTNNA2	
DCTN6	1	DCTN6	
MFSD12	1	MFSD12	
SDF2L1	1	SDF2L1	
CD274	1	CD274	
BACE2	1	BACE2	
SNN	1	SNN	
ADRM1	1	ADRM1	
ARSJ	1	ARSJ	
TMEM203	1	TMEM203	
PLEKHD1	1	PLEKHD1	
ASF1A	1	ASF1A	
PGAP2	1	PGAP2	
MDH1	1	MDH1	
FAM90A1	1	FAM90A1	
MOCS3	1	MOCS3	
DHRS4	1	DHRS4	
KRTAP5-11	1	KRTAP5-11	
GLDN	1	GLDN	
EFHD1	1	EFHD1	
MRPL44	1	MRPL44	
ANKRD35	1	ANKRD35	
HLA-DRB1	1	HLA-DRB1	
PPM1M	1	PPM1M	
GPR137	1	GPR137	
MCC	1	MCC	
RND1	1	RND1	
CEP72	1	CEP72	
MSANTD3	1	MSANTD3	
EPB41L5	1	EPB41L5	
UBALD2	1	UBALD2	
SDC4	1	SDC4	
GATD3	1	GATD3A	
PPP1R26	1	PPP1R26	
FUT8	1	FUT8	
SFTA1P	1	SFTA1P	
SAYSD1	1	SAYSD1	
PANK4	1	PANK4	
RABGAP1L	1	RABGAP1L	
NGEF	1	NGEF	
TAF7	1	TAF7	
RTTN	1	RTTN	
GSTO1	1	GSTO1	
NPIPB13	1	NPIPB13	
PRXL2B	1	PRXL2B	
PCNX2	1	PCNX2	
DYM	1	DYM	
FZD4-DT	1	FZD4-DT	
CCDC43	1	CCDC43	
PCSK1	1	PCSK1	
KIZ	1	KIZ	
RYR1	1	RYR1	
C5orf47	1	C5orf47	
SAP30L	1	SAP30L	
CXCL17	1	CXCL17	
ZNF575	1	ZNF575	
LAMA2	1	LAMA2	
CTXN1	1	CTXN1	
CNTNAP1	1	CNTNAP1	
DCTN3	1	DCTN3	
UQCRC1	1	UQCRC1	
CFL1	1	CFL1	
TSEN34	1	TSEN34	
JAGN1	1	JAGN1	
FMN2	1	FMN2	
SLC6A16	1	SLC6A16	
CETN2	1	CETN2	
SLC35A5	1	SLC35A5	
BEX1	1	BEX1	
SLC45A2	1	SLC45A2	
GMFG	1	GMFG	
KLHDC8A	1	KLHDC8A	
NFKBIE	1	NFKBIE	
INSR	1	INSR	
RGMA	1	RGMA	
SEC61B	1	SEC61B	
MED8	1	MED8	
HSD17B1	1	HSD17B1	
FGD5	1	FGD5	
SLC22A25	1	SLC22A25	
ZFP64	1	ZFP64	
S100A6	1	S100A6	
FOSB	1	FOSB	
AAMP	1	AAMP	
ATP10B	1	ATP10B	
PPP1R3D	1	PPP1R3D	
ARF5	1	ARF5	
NETO1	1	NETO1	
TMEM256	1	TMEM256	
ZNF436	1	ZNF436	
SLC25A13	1	SLC25A13	
SIGMAR1	1	SIGMAR1	
TWF1	1	TWF1	
KCNQ1OT1	1	KCNQ1OT1	
SEMA7A	1	SEMA7A	
ZNF587B	1	ZNF587B	
PTGES3	1	PTGES3	
SEMA3B	1	SEMA3B	
MAP3K8	1	MAP3K8	
ABCA10	1	ABCA10	
SCAMP5	1	SCAMP5	
INAFM2	1	INAFM2	
CYB561	1	CYB561	
