NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TBC1D2B	1	TBC1D2B	
MYO1E	1	MYO1E	
PXDNL	1	PXDNL	
NDUFS3	1	NDUFS3	
APMAP	1	APMAP	
RIC8A	1	RIC8A	
C8orf88	1	C8orf88	
SOX4	1	SOX4	
L3MBTL3	1	L3MBTL3	
BANF1	1	BANF1	
N4BP2L2-IT2	1	N4BP2L2-IT2	
IL1RAPL1	1	IL1RAPL1	
SLC6A6	1	SLC6A6	
HELB	1	HELB	
AMPD2	1	AMPD2	
PURB	1	PURB	
THAP11	1	THAP11	
CLASP1	1	CLASP1	
SNX3	1	SNX3	
COPS9	1	COPS9	
B4GAT1	1	B4GAT1	
GLIPR1L1	1	GLIPR1L1	
TIMP3	1	TIMP3	
TMEM19	1	TMEM19	
REPS1	1	REPS1	
FGGY	1	FGGY	
NFU1	1	NFU1	
PPIL6	1	PPIL6	
MSRB3	1	MSRB3	
EI24	1	EI24	
SAMD14	1	SAMD14	
FAT2	1	FAT2	
CHEK2	1	CHEK2	
DHRS11	1	DHRS11	
SLC39A6	1	SLC39A6	
LRRC56	1	LRRC56	
KLKB1	1	KLKB1	
SLC1A6	1	SLC1A6	
PGAM5	1	PGAM5	
PLN	1	PLN	
NUDT21	1	NUDT21	
TMEM8B	1	TMEM8B	
ENPP4	1	ENPP4	
ISLR2	1	ISLR2	
MLF2	1	MLF2	
H2AZ1	1	H2AFZ	
SLC22A10	1	SLC22A10	
TBC1D5	1	TBC1D5	
GORASP2	1	GORASP2	
FER1L5	1	FER1L5	
ARID3B	1	ARID3B	
TMA7	1	TMA7	
TMEM272	1	TMEM272	
SCN3A	1	SCN3A	
MYRFL	1	MYRFL	
ROCK1	1	ROCK1	
PIERCE1	1	C9orf116	
USP45	1	USP45	
QDPR	1	QDPR	
NORAD	1	NORAD	
RSAD1	1	RSAD1	
BEST4	1	BEST4	
EIF5A	1	EIF5A	
DDX23	1	DDX23	
G3BP2	1	G3BP2	
NT5C3B	1	NT5C3B	
PNPLA4	1	PNPLA4	
CFLAR	1	CFLAR	
RPL4	1	RPL4	
MAST3	1	MAST3	
DIRC3	1	DIRC3	
CCDC47	1	CCDC47	
NOP53	1	NOP53	
FGFRL1	1	FGFRL1	
XKR9	1	XKR9	
USP5	1	USP5	
TMED7	1	TMED7	
FAM131A	1	FAM131A	
NOP16	1	NOP16	
PLXDC2	1	PLXDC2	
ZNHIT3	1	ZNHIT3	
PI15	1	PI15	
BLOC1S4	1	BLOC1S4	
TMED10	1	TMED10	
FBXO36	1	FBXO36	
YOD1	1	YOD1	
MRPS30	1	MRPS30	
ZCCHC4	1	ZCCHC4	
EMC9	1	EMC9	
PEX10	1	PEX10	
SOX2	1	SOX2	
TBC1D8B	1	TBC1D8B	
PRXL2C	1	PRXL2C	
TMEM120B	1	TMEM120B	
TUBB3	1	TUBB3	
VGF	1	VGF	
ARC	1	ARC	
RPL15	1	RPL15	
BSN	1	BSN	
DSTYK	1	DSTYK	
MLLT10	1	MLLT10	
CAMKK2	1	CAMKK2	
GPAA1	1	GPAA1	
STAG1	1	STAG1	
LYRM9	1	LYRM9	
RPA2	1	RPA2	
TAFA2	1	TAFA2	
SRBD1	1	SRBD1	
TMEM200C	1	TMEM200C	
RTL9	1	RTL9	
EBF3	1	EBF3	
CNTNAP2	1	CNTNAP2	
GRID2	1	GRID2	
RIPPLY2	1	RIPPLY2	
CCDC196	1	CCDC196	
MMP24OS	1	MMP24OS	
PVALB	1	PVALB	
ATP10D	1	ATP10D	
SLC25A46	1	SLC25A46	
EID1	1	EID1	
LYRM2	1	LYRM2	
STARD7	1	STARD7	
SRSF2	1	SRSF2	
TNFSF4	1	TNFSF4	
LRWD1	1	LRWD1	
FUNDC2	1	FUNDC2	
C4orf46	1	C4orf46	
POLR2C	1	POLR2C	
CNTN6	1	CNTN6	
OSER1-DT	1	OSER1-DT	
TUFM	1	TUFM	
FTH1	1	FTH1	
TTYH3	1	TTYH3	
ADGRB3	1	ADGRB3	
PEA15	1	PEA15	
ZNF763	1	ZNF763	
EIF3CL	1	EIF3CL	
CTBP1	1	CTBP1	
ZFP1	1	ZFP1	
SF1	1	SF1	
SLC13A3	1	SLC13A3	
NRXN1	1	NRXN1	
DLC1	1	DLC1	
HES4	1	HES4	
CHERP	1	CHERP	
ANKS1B	1	ANKS1B	
CDHR2	1	CDHR2	
EGR4	1	EGR4	
SLC41A3	1	SLC41A3	
PTGS2	1	PTGS2	
LRRC3B	1	LRRC3B	
MEAF6	1	MEAF6	
TAMALIN	1	GRASP	
VAV3	1	VAV3	
HYAL3	1	HYAL3	
ADORA2A	1	ADORA2A	
ZBTB22	1	ZBTB22	
PPP2R5B	1	PPP2R5B	
DOCK7	1	DOCK7	
GLIPR1L2	1	GLIPR1L2	
MYO16	1	MYO16	
ATP6V1B2	1	ATP6V1B2	
ABLIM2	1	ABLIM2	
ICMT	1	ICMT	
PRKD1	1	PRKD1	
SORBS1	1	SORBS1	
EHD3	1	EHD3	
SSNA1	1	SSNA1	
BBS12	1	BBS12	
POLD2	1	POLD2	
PYCR2	1	PYCR2	
DUXAP8	1	DUXAP8	
HSD11B2	1	HSD11B2	
NINL	1	NINL	
BORCS7	1	BORCS7	
VEGFB	1	VEGFB	
RSPO4	1	RSPO4	
CDH6	1	CDH6	
CCNG1	1	CCNG1	
ECE1	1	ECE1	
SLC9A6	1	SLC9A6	
NCAN	1	NCAN	
SNHG8	1	SNHG8	
VCAN	1	VCAN	
RPL35	1	RPL35	
ALPK3	1	ALPK3	
ANKRD62P1-PARP4P3	1	ANKRD62P1-PARP4P3	
HEBP1	1	HEBP1	
STX1B	1	STX1B	
DOP1B	1	DOP1B	
TCERG1L	1	TCERG1L	
NDUFAF2	1	NDUFAF2	
PHF24	1	PHF24	
CDKN1B	1	CDKN1B	
PRSS23	1	PRSS23	
RRP7A	1	RRP7A	
BBOX1	1	BBOX1	
TCF12	1	TCF12	
WNT5B	1	WNT5B	
CDKN2AIPNL	1	CDKN2AIPNL	
C9orf78	1	C9orf78	
C1QL3	1	C1QL3	
RCN2	1	RCN2	
LIPI	1	LIPI	
PSD3	1	PSD3	
RPS6	1	RPS6	
PRKG2	1	PRKG2	
HORMAD1	1	HORMAD1	
FAM182A	1	FAM182A	
DCBLD1	1	DCBLD1	
TRIM5	1	TRIM5	
ARHGDIA	1	ARHGDIA	
PTTG1	1	PTTG1	
RNF24	1	RNF24	
SFRP2	1	SFRP2	
TMEM11	1	TMEM11	
FOXO4	1	FOXO4	
ESRRB	1	ESRRB	
EXOC4	1	EXOC4	
SPATA31H1	1	C2orf16	
APEX1	1	APEX1	
RFX3	1	RFX3	
GRIN2D	1	GRIN2D	
NCOA1	1	NCOA1	
CDK5R1	1	CDK5R1	
CLPTM1	1	CLPTM1	
RESF1	1	RESF1	
RAB43	1	RAB43	
QRICH2	1	QRICH2	
KIAA1671	1	KIAA1671	
GHDC	1	GHDC	
TAOK3	1	TAOK3	
CFAP161	1	CFAP161	
PSMA2	1	PSMA2	
ZNF554	1	ZNF554	
TRIP13	1	TRIP13	
TSN	1	TSN	
GPR22	1	GPR22	
SSC5D	1	SSC5D	
BCL2	1	BCL2	
LMOD3	1	LMOD3	
APRG1	1	C3orf35	
DAGLA	1	DAGLA	
CYP26B1	1	CYP26B1	
MOCS3	1	MOCS3	
RNF40	1	RNF40	
PCBP1	1	PCBP1	
ADGRV1	1	ADGRV1	
PFDN2	1	PFDN2	
DGKB	1	DGKB	
FOXJ2	1	FOXJ2	
GID8	1	GID8	
ENTREP1	1	FAM189A2	
PURA	1	PURA	
POLA1	1	POLA1	
USP51	1	USP51	
ICAM5	1	ICAM5	
ESYT3	1	ESYT3	
GSS	1	GSS	
KCNIP3	1	KCNIP3	
ZNF66	1	ZNF66	
CLDN20	1	CLDN20	
INTS5	1	INTS5	
ITGB1-DT	1	ITGB1-DT	
CSTF1	1	CSTF1	
SNRPB2	1	SNRPB2	
FGFR1OP2	1	FGFR1OP2	
YJEFN3	1	YJEFN3	
AZIN1	1	AZIN1	
SCN4B	1	SCN4B	
ARB2A	1	FAM172A	
SLC25A15	1	SLC25A15	
PFDN5	1	PFDN5	
NINJ1	1	NINJ1	
KIF6	1	KIF6	
ZNF213	1	ZNF213	
PCBD1	1	PCBD1	
CNR1	1	CNR1	
SLC9A5	1	SLC9A5	
RNLS	1	RNLS	
CFAP91	1	MAATS1	
GRAMD2B	1	GRAMD2B	
DANT2	1	DANT2	
AQP9	1	AQP9	
NOS1	1	NOS1	
TTPAL	1	TTPAL	
GPR162	1	GPR162	
NSMCE2	1	NSMCE2	
RPL12	1	RPL12	
SGIP1	1	SGIP1	
ENOX2	1	ENOX2	
CPO	1	CPO	
THUMPD2	1	THUMPD2	
TRPM4	1	TRPM4	
C5orf34	1	C5orf34	
HCRT	1	HCRT	
MORF4L1	1	MORF4L1	
TSPAN9	1	TSPAN9	
ARF5	1	ARF5	
GABARAPL1	1	GABARAPL1	
ZNG1E	1	CBWD5	
HSP90AB1	1	HSP90AB1	
PCDH9	1	PCDH9	
PRDM6	1	PRDM6	
PHB2	1	PHB2	
IGSF10	1	IGSF10	
KLHL4	1	KLHL4	
DBI	1	DBI	
SGTA	1	SGTA	
PWRN1	1	PWRN1	
LRBA	1	LRBA	
PROS1	1	PROS1	
CDC42BPA	1	CDC42BPA	
FKBP8	1	FKBP8	
CHST8	1	CHST8	
BCAP31	1	BCAP31	
LY6H	1	LY6H	
MAPK3	1	MAPK3	
THSD7B	1	THSD7B	
LINC03041	1	C9orf92	
DPT	1	DPT	
GABBR1	1	GABBR1	
ENTPD1	1	ENTPD1	
PSMG3	1	PSMG3	
WWC1	1	WWC1	
ZNF253	1	ZNF253	
TRMT9B	1	TRMT9B	
RPS3A	1	RPS3A	
PRPF19	1	PRPF19	
BZW1	1	BZW1	
TNKS	1	TNKS	
TOMM40	1	TOMM40	
NACA	1	NACA	
MAT2B	1	MAT2B	
GAS2L1	1	GAS2L1	
WDR70	1	WDR70	
SUMO4	1	SUMO4	
GHITM	1	GHITM	
FRG1-DT	1	FRG1-DT	
ABHD8	1	ABHD8	
RPL39L	1	RPL39L	
USP46	1	USP46	
IL17RE	1	IL17RE	
ZFAND5	1	ZFAND5	
PRDM8	1	PRDM8	
APC2	1	APC2	
KCNN3	1	KCNN3	
PAG1	1	PAG1	
GRM1	1	GRM1	
BPTF	1	BPTF	
IGDCC3	1	IGDCC3	
ITPKA	1	ITPKA	
RPS2	1	RPS2	
SIGMAR1	1	SIGMAR1	
ZNF860	1	ZNF860	
NPTN	1	NPTN	
STUM	1	STUM	
RNF112	1	RNF112	
TMEM104	1	TMEM104	
CENPB	1	CENPB	
SAMD12	1	SAMD12	
LRRC73	1	LRRC73	
PLPP6	1	PLPP6	
USHBP1	1	USHBP1	
RPS7	1	RPS7	
STMN3	1	STMN3	
BOLA2	1	BOLA2	
TTC17	1	TTC17	
GMPPB	1	GMPPB	
CMBL	1	CMBL	
EMILIN3	1	EMILIN3	
OLIG1	1	OLIG1	
PSPN	1	PSPN	
SLC10A7	1	SLC10A7	
CELF2	1	CELF2	
CALM2	1	CALM2	
SLIRP	1	SLIRP	
ZNF436	1	ZNF436	
CCDC14	1	CCDC14	
TRIL	1	TRIL	
KRTAP5-11	1	KRTAP5-11	
LUZP2	1	LUZP2	
GABRB1	1	GABRB1	
DNAH1	1	DNAH1	
NAP1L3	1	NAP1L3	
UBE2V2	1	UBE2V2	
OS9	1	OS9	
NRG3	1	NRG3	
BAG6	1	BAG6	
PPP2CB	1	PPP2CB	
PALB2	1	PALB2	
PNMA8A	1	PNMA8A	
EIF2B5	1	EIF2B5	
RYR3	1	RYR3	
PPIF	1	PPIF	
BLCAP	1	BLCAP	
PWRN4	1	PWRN4	
C2CD4C	1	C2CD4C	
DMTN	1	DMTN	
SEC22A	1	SEC22A	
KLF12	1	KLF12	
NCBP2	1	NCBP2	
RIIAD1	1	RIIAD1	
ZNHIT2	1	ZNHIT2	
ABCB9	1	ABCB9	
PTMS	1	PTMS	
KIF5A	1	KIF5A	
PDCD1LG2	1	PDCD1LG2	
POU2AF3	1	COLCA2	
TANGO6	1	TANGO6	
IKBKG	1	IKBKG	
RPS15A	1	RPS15A	
HDAC8	1	HDAC8	
ZNF267	1	ZNF267	
TMEM201	1	TMEM201	
TBC1D31	1	TBC1D31	
MAN2B2	1	MAN2B2	
ANKRD13A	1	ANKRD13A	
ARL6IP5	1	ARL6IP5	
C2orf50	1	C2orf50	
CFAP276	1	C1orf194	
GPR85	1	GPR85	
ANAPC2	1	ANAPC2	
TMEM109	1	TMEM109	
IFI27L2	1	IFI27L2	
STK39	1	STK39	
PRKD2	1	PRKD2	
SPSB4	1	SPSB4	
PTCHD1	1	PTCHD1	
SLC41A2	1	SLC41A2	
INAFM1	1	INAFM1	
PDE7A	1	PDE7A	
PPDPF	1	PPDPF	
ELOVL2	1	ELOVL2	
TMEM70	1	TMEM70	
PHKG1	1	PHKG1	
MSL3	1	MSL3	
NEGR1	1	NEGR1	
FKBP1A	1	FKBP1A	
NEK5	1	NEK5	
PABIR1	1	FAM122A	
CBFA2T3	1	CBFA2T3	
HPCAL4	1	HPCAL4	
AMZ1	1	AMZ1	
YPEL4	1	YPEL4	
PRIM1	1	PRIM1	
HARBI1	1	HARBI1	
CCDC9	1	CCDC9	
HRH1	1	HRH1	
ZBTB18	1	ZBTB18	
PLA2G7	1	PLA2G7	
SRSF8	1	SRSF8	
ASTN2	1	ASTN2	
SATL1	1	SATL1	
CSKMT	1	CSKMT	
RPL10	1	RPL10	
MKRN2	1	MKRN2	
ABL1	1	ABL1	
GAB1	1	GAB1	
TTLL4	1	TTLL4	
KARS1	1	KARS	
DUSP6	1	DUSP6	
HYMAI	1	HYMAI	
ZNF324B	1	ZNF324B	
PHF21B	1	PHF21B	
CAPN12	1	CAPN12	
PLD5	1	PLD5	
TOMM20	1	TOMM20	
PAPPA	1	PAPPA	
SPDYE5	1	SPDYE5	
CERS1	1	CERS1	
ZNF426	1	ZNF426	
DDRGK1	1	DDRGK1	
ISG15	1	ISG15	
SLC5A8	1	SLC5A8	
FCHO2	1	FCHO2	
CYP20A1	1	CYP20A1	
AFF2	1	AFF2	
PAIP1	1	PAIP1	
RPL22L1	1	RPL22L1	
ACOT11	1	ACOT11	
LZTS1	1	LZTS1	
KAT5	1	KAT5	
COL28A1	1	COL28A1	
ARL8A	1	ARL8A	
BCAS3	1	BCAS3	
KRT10	1	KRT10	
ZNF568	1	ZNF568	
LRIT3	1	LRIT3	
FRAS1	1	FRAS1	
RAD51AP2	1	RAD51AP2	
P2RY14	1	P2RY14	
PYY	1	PYY	
CKS2	1	CKS2	
PDE4C	1	PDE4C	
METTL24	1	METTL24	
TRMT112	1	TRMT112	
ARHGEF26	1	ARHGEF26	
RRP8	1	RRP8	
GMDS-DT	1	GMDS-DT	
LRFN2	1	LRFN2	
DUSP3	1	DUSP3	
PRR5	1	PRR5	
MGAT2	1	MGAT2	
CIAO1	1	CIAO1	
PTER	1	PTER	
RADX	1	RADX	
MYBPC1	1	MYBPC1	
ANKUB1	1	ANKUB1	
AKT1S1	1	AKT1S1	
ZNF618	1	ZNF618	
KIAA0319	1	KIAA0319	
IMPA1	1	IMPA1	
PCBP3	1	PCBP3	
PDGFD	1	PDGFD	
CCSER1	1	CCSER1	
ALOX12	1	ALOX12	
NECTIN1	1	NECTIN1	
FUT2	1	FUT2	
PIP5K1B	1	PIP5K1B	
HK1	1	HK1	
H3-3A	1	H3F3A	
ELP4	1	ELP4	
CTSF	1	CTSF	
DOK3	1	DOK3	
AGBL4	1	AGBL4	
LAPTM4A	1	LAPTM4A	
MZT1	1	MZT1	
MCFD2	1	MCFD2	
BTBD3	1	BTBD3	
ABCA6	1	ABCA6	
GATD3	1	GATD3A	
ASPN	1	ASPN	
ANKS4B	1	ANKS4B	
NME9	1	NME9	
SLC24A4	1	SLC24A4	
KLHL1	1	KLHL1	
EOLA1	1	CXorf40A	
H1-10	1	H1FX	
P2RY12	1	P2RY12	
CDC42EP2	1	CDC42EP2	
ACMSD	1	ACMSD	
CREB5	1	CREB5	
HCP5	1	HCP5	
ATP7A	1	ATP7A	
NBPF3	1	NBPF3	
NNAT	1	NNAT	
B4GALT7	1	B4GALT7	
TRIB2	1	TRIB2	
ZBTB9	1	ZBTB9	
GLIS1	1	GLIS1	
SYCP3	1	SYCP3	
ITGBL1	1	ITGBL1	
CCDC30	1	CCDC30	
CCDC86	1	CCDC86	
VDAC3	1	VDAC3	
FABP7	1	FABP7	
TMC7	1	TMC7	
ILF3-DT	1	ILF3-DT	
SYNE1	1	SYNE1	
CSRNP1	1	CSRNP1	
ENTPD6	1	ENTPD6	
STK3	1	STK3	
FAM53B	1	FAM53B	
EXPH5	1	EXPH5	
CD302	1	CD302	
NR4A2	1	NR4A2	
KBTBD6	1	KBTBD6	
A2ML1	1	A2ML1	
ZCCHC14	1	ZCCHC14	
GTF3C4	1	GTF3C4	
UBE2QL1	1	UBE2QL1	
TMEM266	1	TMEM266	
TACR1	1	TACR1	
MYH7	1	MYH7	
GDA	1	GDA	
CHST11	1	CHST11	
PILRA	1	PILRA	
LINGO2	1	LINGO2	
PLSCR3	1	PLSCR3	
RNF126	1	RNF126	
OTUD7A	1	OTUD7A	
VWA8	1	VWA8	
RPS27	1	RPS27	
FANCI	1	FANCI	
FAS	1	FAS	
AIMP2	1	AIMP2	
MAGEE1	1	MAGEE1	
PDIA5	1	PDIA5	
COL27A1	1	COL27A1	
PAQR9	1	PAQR9	
SRGAP1	1	SRGAP1	
TWIST2	1	TWIST2	
EML2	1	EML2	
P3H2	1	P3H2	
NUDT3	1	NUDT3	
PWWP2B	1	PWWP2B	
SERP2	1	SERP2	
KSR2	1	KSR2	
DVL1	1	DVL1	
NSD1	1	NSD1	
PSME4	1	PSME4	
CDK5R2	1	CDK5R2	
NPIPB12	1	NPIPB12	
CCN1	1	CCN1	
CHORDC1	1	CHORDC1	
SGCG	1	SGCG	
ANGPTL2	1	ANGPTL2	
TTC12	1	TTC12	
POLR3G	1	POLR3G	
THRB	1	THRB	
CCSAP	1	CCSAP	
ARMCX5-GPRASP2	1	ARMCX5-GPRASP2	
KCNIP4-IT1	1	KCNIP4-IT1	
DUSP7	1	DUSP7	
ZNF502	1	ZNF502	
RNF227	1	RNF227	
VSTM2L	1	VSTM2L	
ZBTB44-DT	1	ZBTB44-DT	
LINC03042	1	C8orf86	
VIT	1	VIT	
SLC28A2	1	SLC28A2	
CCDC25	1	CCDC25	
NDOR1	1	NDOR1	
MAD2L1BP	1	MAD2L1BP	
EFCAB11	1	EFCAB11	
UCK1	1	UCK1	
CYP2C18	1	CYP2C18	
PRPH2	1	PRPH2	
SOHLH2	1	SOHLH2	
CDC14B	1	CDC14B	
EMSY	1	EMSY	
ABHD10	1	ABHD10	
LARP6	1	LARP6	
MUC12	1	MUC12	
CPNE3	1	CPNE3	
AGA	1	AGA	
AP3M2	1	AP3M2	
SERTAD4	1	SERTAD4	
ZNF823	1	ZNF823	
GTF2A2	1	GTF2A2	
GYS1	1	GYS1	
AHRR	1	AHRR	
ECH1	1	ECH1	
DYM	1	DYM	
ZNF221	1	ZNF221	
ANKEF1	1	ANKEF1	
ART3	1	ART3	
UBA1	1	UBA1	
ATRNL1	1	ATRNL1	
MAP6D1	1	MAP6D1	
LDLR	1	LDLR	
COL5A3	1	COL5A3	
SEMA3A	1	SEMA3A	
MAP3K8	1	MAP3K8	
PRR4	1	PRR4	
LIG3	1	LIG3	
FKBP11	1	FKBP11	
CMC4	1	CMC4	
VBP1	1	VBP1	
TRIM17	1	TRIM17	
PTGES3	1	PTGES3	
RPS20	1	RPS20	
VASH2	1	VASH2	
EIF3D	1	EIF3D	
NPIPB2	1	NPIPB2	
ZBTB8OS	1	ZBTB8OS	
SLC25A10	1	SLC25A10	
FAM90A1	1	FAM90A1	
GPRASP3	1	BHLHB9	
PATZ1	1	PATZ1	
NBPF26	1	NBPF26	
PDGFA	1	PDGFA	
TRPC6	1	TRPC6	
EXOSC8	1	EXOSC8	
SLC35F1	1	SLC35F1	
DLG5	1	DLG5	
GLYAT	1	GLYAT	
FNDC9	1	FNDC9	
TMEM59	1	TMEM59	
REX1BD	1	REX1BD	
RHOQ	1	RHOQ	
TNIK	1	TNIK	
FAM13A	1	FAM13A	
FABP3	1	FABP3	
HAUS4	1	HAUS4	
PHYHIP	1	PHYHIP	
GPATCH4	1	GPATCH4	
PPP1CC	1	PPP1CC	
GALNT14	1	GALNT14	
TGIF1	1	TGIF1	
NOP9	1	NOP9	
OGFOD2	1	OGFOD2	
RAB8A	1	RAB8A	
BMPR1A	1	BMPR1A	
KANK4	1	KANK4	
AAMP	1	AAMP	
BDH1	1	BDH1	
C14orf132	1	C14orf132	
ZHX2	1	ZHX2	
SUMO2	1	SUMO2	
TIPIN	1	TIPIN	
CPNE6	1	CPNE6	
TMEM54	1	TMEM54	
SPRYD4	1	SPRYD4	
TRHDE	1	TRHDE	
TPGS1	1	TPGS1	
HAAO	1	HAAO	
FGF12	1	FGF12	
SALL2	1	SALL2	
GALNT13	1	GALNT13	
RBMXL1	1	RBMXL1	
USP22	1	USP22	
CFAP206	1	CFAP206	
GRM2	1	GRM2	
ENOX1	1	ENOX1	
DAPK1-IT1	1	DAPK1-IT1	
SPDYE1	1	SPDYE1	
PCA3	1	PCA3	
THEM6	1	THEM6	
WDR64	1	WDR64	
SFMBT2	1	SFMBT2	
CCDC71	1	CCDC71	
NAALAD2	1	NAALAD2	
FAM120B	1	FAM120B	
PEX19	1	PEX19	
TSPAN7	1	TSPAN7	
PDXP	1	PDXP	
GALNT6	1	GALNT6	
TACC3	1	TACC3	
SPDYE21	1	SPDYE21P	
LRP5L	1	LRP5L	
SDCCAG8	1	SDCCAG8	
UCHL1	1	UCHL1	
ANO2	1	ANO2	
FGF10	1	FGF10	
CCDC18	1	CCDC18	
RPS16	1	RPS16	
RPP21	1	RPP21	
COMMD1	1	COMMD1	
LPP	1	LPP	
DPH6-DT	1	DPH6-DT	
RPS27A	1	RPS27A	
LRCH3	1	LRCH3	
IER5	1	IER5	
TSSK3	1	TSSK3	
EBLN3P	1	EBLN3P	
UBAP1L	1	UBAP1L	
TPRG1	1	TPRG1	
SEC22B	1	SEC22B	
SCN3B	1	SCN3B	
DNAJC3-DT	1	DNAJC3-DT	
CHMP5	1	CHMP5	
MPI	1	MPI	
IFITM3	1	IFITM3	
LAMTOR3	1	LAMTOR3	
ADAMTS16	1	ADAMTS16	
FAM156A	1	FAM156A	
CUL4B	1	CUL4B	
TRUB2	1	TRUB2	
PHF13	1	PHF13	
TMEM14A	1	TMEM14A	
IL6ST	1	IL6ST	
CAPN3	1	CAPN3	
STK32C	1	STK32C	
LRCH1	1	LRCH1	
ATP1B1	1	ATP1B1	
TIGAR	1	TIGAR	
LIN28B	1	LIN28B	
SLC35E3	1	SLC35E3	
MAPK8IP2	1	MAPK8IP2	
DPF3	1	DPF3	
SIPA1L3	1	SIPA1L3	
SNHG7	1	SNHG7	
SYT17	1	SYT17	
BAZ2B	1	BAZ2B	
ASB2	1	ASB2	
RNF220	1	RNF220	
DRICH1	1	DRICH1	
RRS1	1	RRS1	
TMED9	1	TMED9	
LY6S-AS1	1	C8orf31	
XYLB	1	XYLB	
SLC29A4	1	SLC29A4	
VPS29	1	VPS29	
ACHE	1	ACHE	
EMB	1	EMB	
OCIAD1	1	OCIAD1	
ABCC12	1	ABCC12	
ANO4	1	ANO4	
PPARG	1	PPARG	
RAB40B	1	RAB40B	
SLC2A3	1	SLC2A3	
C12orf56	1	C12orf56	
DAZAP2	1	DAZAP2	
ODAD3	1	CCDC151	
ZNF251	1	ZNF251	
ZNF513	1	ZNF513	
ARMH1	1	ARMH1	
GRN	1	GRN	
NOP10	1	NOP10	
IDE	1	IDE	
FMO5	1	FMO5	
ILVBL	1	ILVBL	
CNN3	1	CNN3	
GSDME	1	GSDME	
INSIG2	1	INSIG2	
THRA	1	THRA	
ZEB1	1	ZEB1	
PKNOX2	1	PKNOX2	
SLC8A2	1	SLC8A2	
SPRN	1	SPRN	
SH2D5	1	SH2D5	
HDDC2	1	HDDC2	
SNHG15	1	SNHG15	
C1orf115	1	C1orf115	
MAP1S	1	MAP1S	
TUNAR	1	TUNAR	
KCNJ13	1	KCNJ13	
SCG2	1	SCG2	
SAV1	1	SAV1	
ETV5	1	ETV5	
RTL10	1	RTL10	
RNF182	1	RNF182	
SIVA1	1	SIVA1	
CRYGS	1	CRYGS	
HSD17B13	1	HSD17B13	
TOGARAM2	1	TOGARAM2	
AFDN	1	AFDN	
APOBEC4	1	APOBEC4	
TSGA10	1	TSGA10	
IWS1	1	IWS1	
ZNF91	1	ZNF91	
CYP3A5	1	CYP3A5	
HCFC1	1	HCFC1	
RFX8	1	RFX8	
ABTB3	1	BTBD11	
TPCN2	1	TPCN2	
C6orf120	1	C6orf120	
CRTAC1	1	CRTAC1	
RLIG1	1	C12orf29	
PLEKHJ1	1	PLEKHJ1	
EIF2S3	1	EIF2S3	
C19orf53	1	C19orf53	
DYNC2H1	1	DYNC2H1	
GPR26	1	GPR26	
POLR1G	1	CD3EAP	
SLC26A3	1	SLC26A3	
PLK3	1	PLK3	
SAMSN1	1	SAMSN1	
SH2D4A	1	SH2D4A	
TMEM129	1	TMEM129	
MYO1D	1	MYO1D	
JAKMIP3	1	JAKMIP3	
SMKR1	1	SMKR1	
ABHD11	1	ABHD11	
MDP1	1	MDP1	
RIT2	1	RIT2	
KLHL22	1	KLHL22	
TCAP	1	TCAP	
MCM6	1	MCM6	
TP53I11	1	TP53I11	
ZDHHC11	1	ZDHHC11	
AP1S3	1	AP1S3	
FAT4	1	FAT4	
WDR25	1	WDR25	
BSG	1	BSG	
BCKDHB	1	BCKDHB	
IRF2	1	IRF2	
HNRNPK	1	HNRNPK	
LSM6	1	LSM6	
LRP8	1	LRP8	
C5AR1	1	C5AR1	
GLMP	1	GLMP	
LDB2	1	LDB2	
C1orf21	1	C1orf21	
ARSK	1	ARSK	
ATXN1L	1	ATXN1L	
PTCD1	1	PTCD1	
MFSD2B	1	MFSD2B	
PRTFDC1	1	PRTFDC1	
SNRPB	1	SNRPB	
SYNGR1	1	SYNGR1	
C12orf76	1	C12orf76	
BORA	1	BORA	
PRB1	1	PRB1	
SELENOI	1	SELENOI	
ZFP37	1	ZFP37	
CADM2	1	CADM2	
DACH1	1	DACH1	
MFSD6	1	MFSD6	
GDF7	1	GDF7	
IGFBPL1	1	IGFBPL1	
EVC	1	EVC	
ANTXR1	1	ANTXR1	
UQCC4	1	C16orf91	
POLQ	1	POLQ	
TOMM34	1	TOMM34	
MIAT	1	MIAT	
HOMEZ	1	HOMEZ	
GNRHR	1	GNRHR	
FAM169BP	1	FAM169B	
LHX4	1	LHX4	
AKAP5	1	AKAP5	
LSR	1	LSR	
PTGES2	1	PTGES2	
MPPED2	1	MPPED2	
MUCL1	1	MUCL1	
TTC14	1	TTC14	
RPAP1	1	RPAP1	
BBS10	1	BBS10	
TMSB4X	1	TMSB4X	
CENATAC	1	CCDC84	
RARRES1	1	RARRES1	
FAM217B	1	FAM217B	
RPP38	1	RPP38	
PPT1	1	PPT1	
RALYL	1	RALYL	
MRPS26	1	MRPS26	
CTSZ	1	CTSZ	
CCDC57	1	CCDC57	
ATOSB	1	FAM214B	
RNF44	1	RNF44	
RPS21	1	RPS21	
ZBTB33	1	ZBTB33	
DPH6	1	DPH6	
TCEA3	1	TCEA3	
HVCN1	1	HVCN1	
ST7	1	ST7	
DNAJB9	1	DNAJB9	
GALNT17	1	GALNT17	
PDE7B	1	PDE7B	
FUT1	1	FUT1	
ARHGAP12	1	ARHGAP12	
